content,aspect,sentiment,from,to
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce.",eggplant parmesan,2,4,21
the dish had like 6 pieces of beef in it.,beef,1,30,34
their sake martini is wonderful.,sake martini,2,6,18
a cool place to hang with your friends for a couple of healthy drinks and desserts .,desserts,2,74,82
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.",pizza,2,93,98
"the ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at joe's.",slice,2,70,75
they are served with a free appetizer and the portions are perfect for lunch.,appetizer,2,28,37
all the desserts the group tried got favorable reviews.,desserts,2,8,16
"growing up in ny, i have eaten my share of bagels .",bagels,1,43,49
"an excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,0,28,37
my fiance took me to scopa last week for my birthday and i couldn't believe the food .,food,2,80,84
the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,0,4,13
the wine list is also really nice.,wine list,2,4,13
and you can't beat the prices .,prices,2,23,29
the sauces used are also not that exciting.,sauces,0,4,10
"the portions are huge, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,1,91,100
"service is great, takeout is good too.",takeout,2,18,25
the food is great.,food,2,4,8
but the coconut rice was good.,coconut rice,2,8,20
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.,food,2,55,59
the service is fine and they allow you to enjoy the view.,service,2,4,11
we ate at this thai place following the reviews but very unhappy with the foods .,foods,0,74,79
"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.",dough,2,72,77
"we were on our way back to nj, and since i am in ny, we figured why not grab some food ?",food,1,82,86
"may, the owner always has a smile on her and will warmly greet you.",owner,2,9,14
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",shrimp appetizer,2,14,30
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,1,67,76
"but, they were too big for the bun .",bun,1,31,34
our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese .,cheese,1,159,165
decor is nice though service can be spotty.,decor,2,0,5
joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .,atmosphere,2,79,89
good bagels and good cream cheese.,bagels,2,5,11
"the atmosphere is unheralded, the service impecible, and the food magnificant.",service,2,34,41
"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle .",seafood tagliatelle,0,61,80
"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,2,91,98
this place must have cost the owners afortune to build.,owners,1,30,36
"we a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,2,68,75
the prices were fantastic.,prices,2,4,10
"from the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",sides,2,24,29
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,0,60,66
the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,lobster sandwich,2,4,20
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,2,47,54
ive been here so many times the waiters know my name.,waiters,1,32,39
"overall, a solid restaurant and at less than $40pp (including wine ), a solid deal as well.",wine,1,62,66
"to be completely fair, the only redeeming factor was the food , which was above average, but couldn't make up for all the other deficiencies of teodora.",food,2,57,61
"the menu is prix fixe , so be prepared to spend at least $60 per person, but it is well worth itsuperb food.",prix fixe,1,12,21
"if your visiting, you'll enjoy the ambiance and the fact that it's in time sq...",ambiance,2,35,43
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink , on the house.",after dinner drink,2,90,108
the pizza is the best if you like thin crusted pizza .,thin crusted pizza,1,34,52
"my host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",waiter,1,51,57
"that is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste.",dish,0,49,53
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,2,17,22
what makes this restaurant special are the authentic sichuan cooking and being the only one in nyc that offers authentic chongqing hotpot.,sichuan cooking,2,53,68
my husband and i enjoy sangria .,sangria,2,23,30
"that is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,0,74,80
made my dining experience uncomfortable.,dining experience,0,8,25
"even though its good seafood , the prices are too high.",seafood,2,21,28
the staff ignored my friends and i the entire time we were there.,staff,0,4,9
the cream cheeses are out of this world and i love that coffee!!,cream cheeses,2,4,17
"the steak is good, the fish is good and the sushi was surprisingly great.",steak,2,4,9
the quail was fantastic and unique and the pastas were full of flavor.,quail,2,4,9
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,bagels,1,56,62
"i went at 6:00 pm specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater menu,2,39,55
"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,1,106,113
"we recently decided to try this location, and to our delight, they have outdoor seating , perfect since i had my yorkie with me.",outdoor seating,2,72,87
